FSA,Loss Dates,Number of Exposure_at_claim,$ Average Exposure_at_claim,Loss Frequency,Total $ Loss,event_start,event_end,climate_days_available,window_coverage_fraction,fwi_mean,fwi_max,fwi_p95,days_fwi_above_30,dc_max,dmc_max,ffmc_max,isi_max,bui_mean,Number of Exposure_current_portfolio,$ Average Exposure_current_portfolio,dominant_fuel_code,dominant_fuel_pct,n_valid_pixels,n_fuel_classes_present
T9C,"May 3 - May 18, 2016",2800,72854.70480039717,0.0,0.0,2016-05-03,2016-05-18,12,0.75,0.8577229946405205,2.982970051207375,2.222009895491378,0,53.803326621887,6.967734277895338,82.41828381032926,3.4819600685089043,7.9473008209702956,3400,80476.91886282063,31.0,0.9008646013073104,648507.0,12.0
T9E,"May 3 - May 18, 2016",13000,73343.54169142357,0.00847,14546.535004320289,2016-05-03,2016-05-18,14,0.875,0.15651845538273587,0.6346231698989868,0.4948202446103095,0,51.00427627563477,3.12767767906189,68.69425964355469,1.5881205797195432,3.0985071659088135,15800,81016.8989083656,101.0,0.5594682686777018,46941.0,11.0
T9G,"May 3 - May 18, 2016",2700,72825.03888535155,0.0,0.0,2016-05-03,2016-05-18,14,0.875,0.15889000846919848,0.6330595587824831,0.5013324787847887,0,50.70645728875574,3.1137542601247112,68.72274775120268,1.5862926553204233,3.1484213702503694,3300,80444.14923669066,31.0,0.4408804623076424,15401.0,11.0
T9H,"May 3 - May 18, 2016",14300,64098.221311521374,0.82537,33941733.94090169,2016-05-03,2016-05-18,15,0.9375,1.0270835713199213,2.753850104602916,2.664985841469526,0,52.69750909037999,8.350548404328109,82.44504806130782,2.826633585662392,5.843877269703645,17400,70804.31346021053,2.0,0.397761934210035,25332678.0,13.0
T9J,"May 3 - May 18, 2016",1200,66836.48425177817,0.9,16231880.6087274,2016-05-03,2016-05-18,12,0.75,1.5265354658477008,4.283185005187988,3.5117772698402394,0,52.422157287597656,10.933703422546388,81.8134765625,3.2891287803649902,8.821146249771118,1500,73829.05928921171,11.0,0.2724881641241451,5703.0,11.0
T9K,"May 3 - May 18, 2016",16700,75206.63700933092,0.92,28702139.6081357,2016-05-03,2016-05-18,12,0.75,1.236405451011998,2.8806254863739014,2.8117780566215513,0,37.73552462138481,8.87898414278106,82.45764210921661,2.9328796863555917,7.025553291981765,20300,83074.9152182761,101.0,0.3800939387161708,44710.0,12.0
T9M,"May 3 - May 18, 2016",7700,67443.82999834645,0.0259,33602.769662007544,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,9400,74499.94683864542,11.0,0.6558212408030262,543793.0,12.0
T9N,"May 3 - May 18, 2016",5300,81491.7351913616,0.00379,10777.089383657532,2016-05-03,2016-05-18,0,0.0,,,,0,,,,,,6400,90017.57373052892,31.0,0.451300821050549,353815.0,12.0
T9S,"May 3 - May 18, 2016",3700,71519.70455882455,0.01094,156766.0159977059,2016-05-03,2016-05-18,14,0.875,0.5180702327464746,1.7347660031391148,1.6794090297159403,0,58.23852702047409,5.912945757247951,75.00763120250497,2.2793661753283434,6.403108021077061,4500,79002.2480585502,31.0,0.3843792659253377,2339762.0,13.0
T9V,"May 3 - May 18, 2016",8900,83470.59441259335,0.0,0.0,2016-05-03,2016-05-18,12,0.75,1.8813787290212913,4.864019084825132,3.927516090938439,0,58.20423974283152,11.399251598053969,82.58975816274913,4.211013879255889,11.56529324424442,10800,92203.4654093755,31.0,0.764067533735753,208903.0,11.0
T9W,"May 3 - May 18, 2016",3800,74318.21336158813,0.00528,3209.5983218833253,2016-05-03,2016-05-18,12,0.75,1.067963579048713,2.4531478881835938,2.42432861328125,0,58.24409484863281,8.209064483642578,82.51472473144531,3.0167477130889893,9.562413613001505,4600,82093.54280024087,31.0,0.3849424239596716,835938.0,11.0
T9X,"May 3 - May 18, 2016",3000,77509.08007118251,0.00676,22534.7524004766,2016-05-03,2016-05-18,12,0.75,1.314101415648631,3.00717689706831,2.9004629135734006,0,58.22881680894043,9.336491999105434,82.57148017700601,2.988832920591451,10.503550973260005,3600,85618.24476689688,31.0,0.8069744722324469,863922.0,10.0
T0A,"July 22 - August 17, 2024",23300,77905.80213322224,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.06254259894422114,0.3625818988790018,0.3220206286668171,0,137.4951944402788,2.473046649320473,68.63141989134058,0.91507915394016,1.7445089077715983,28400,76356.64648115437,11.0,0.2351575013826005,42405596.0,13.0
T0B,"July 22 - August 17, 2024",27100,88074.87004020567,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.11545672419287298,0.6208838664825546,0.3850628929550158,0,188.40307309629577,3.8056943547251407,74.73198313409586,1.3948710312588275,2.6584071982913002,31600,81099.02831742978,31.0,0.7510147652784673,34682651.0,12.0
T0C,"July 22 - August 17, 2024",26000,90286.97965993034,0.00038,3552.906199807753,2024-07-22,2024-08-17,27,1.0,0.1781722305606809,1.0892464742908,0.6600401339274821,0,189.9222639230201,3.818847160703311,78.51863959128659,1.7411291063888434,2.8399263684399916,31000,80253.43272883103,31.0,0.586367759245039,20985985.0,13.0
T0E,"July 22 - August 17, 2024",18200,86952.88488127016,0.5,23410785.731121317,2024-07-22,2024-08-17,27,1.0,0.15548200133890336,0.855421867701412,0.61373344204033,0,99.43223132840144,4.037768269401582,76.52903318304656,1.4301350514378488,3.0894635451934893,21800,73116.8642823324,101.0,0.2098423210800715,35333068.0,14.0
T0G,"July 22 - August 17, 2024",14100,81434.77493049917,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.12362387008416766,0.4001240122518808,0.3780254707192547,0,150.91789505554598,2.6168123652305457,69.12838825188068,0.9681042865867088,2.4335013304613065,16500,69564.64878723389,2.0,0.2988464464872715,69320928.0,13.0
T0H,"July 22 - August 17, 2024",26800,91498.7508937165,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.722251089354266,2.308192177832801,1.878616656328249,0,248.10509854855525,6.915031179511037,75.1096164127179,1.9767538431583809,8.55027600351153,34200,75201.81994532674,2.0,0.2742430218251194,244152845.0,15.0
T0J,"July 22 - August 17, 2024",19000,87549.19931795607,0.00053,55157.20662177721,2024-07-22,2024-08-17,27,1.0,0.6486077001806769,3.1002158914067888,2.342374996542531,0,261.50476531919253,7.878667987463995,82.54803707520655,2.5246384236089257,6.872495326832591,21800,80203.97660899107,13.0,0.5310800177877579,43432118.0,14.0
T0K,"July 22 - August 17, 2024",19400,89279.49280904238,0.00207,30130.9928100331,2024-07-22,2024-08-17,27,1.0,2.479309507254115,7.20009748406305,6.342748071269478,0,270.6092921879475,15.969481140146556,85.77245303862404,4.541762811217334,16.188107339712463,22900,79248.60684499696,31.0,0.5160024242802729,28374607.0,15.0
T0L,"July 22 - August 17, 2024",20600,106028.28055413892,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.6087519736013001,2.068446300237156,1.8627041697562756,0,152.6814648368916,6.925719802024638,80.86522775246772,2.2314753517365653,6.056297278068549,26200,96431.035386322,31.0,0.3161456323586905,31471632.0,14.0
T0M,"July 22 - August 17, 2024",28000,88512.39029736721,0.00107,5489.583026415212,2024-07-22,2024-08-17,27,1.0,0.19993193673023793,1.0034093847685304,0.8484031829278297,0,111.151385713276,4.4388131771518,78.20341232818109,1.5792254490057698,2.968935277641423,37800,76129.13885186835,31.0,0.4003673525106271,23419467.0,15.0
T0P,"July 22 - August 17, 2024",600,73967.38932099147,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.40321261059441726,2.113186747653915,1.0814331772868886,0,229.16597761222488,6.111408095027394,79.8531143085083,2.2597706777312965,5.44255083916823,700,62630.03959401069,4.0,0.2164447054108321,45095633.0,14.0
T1A,"July 22 - August 17, 2024",10400,74767.80439120784,0.0,0.0,2024-07-22,2024-08-17,27,1.0,1.2609632667415003,5.361072871981528,4.14551737289722,0,281.50358154442694,11.660647382566715,84.11805784957883,3.177566414306073,11.169003134164257,14600,65597.25405511705,13.0,0.660505545843581,1796751.0,5.0
T1B,"July 22 - August 17, 2024",13200,92737.10368337232,0.0,0.0,2024-07-22,2024-08-17,27,1.0,2.73206101430445,8.34765571528793,7.209167193935694,0,288.312134106317,18.50529439800639,85.75234912926034,4.189544037045063,16.582980747410115,13400,79611.4211191928,13.0,0.8448068208614845,4499373.0,13.0
T1C,"July 22 - August 17, 2024",3700,81462.15843966935,0.0,0.0,2024-07-22,2024-08-17,27,1.0,1.6211001428744365,6.533123970031738,4.8222899436950675,0,291.61163330078125,13.385491371154783,85.05937957763672,3.598675012588501,12.959560058735034,3800,72711.64714056208,101.0,0.4080032336297494,12370.0,4.0
T1G,"July 22 - August 17, 2024",4200,90750.89223924903,0.0,0.0,2024-07-22,2024-08-17,27,1.0,2.337422332928014,6.777267865413331,6.432355253754431,0,324.2752802432122,15.93801015513669,85.37676199489532,3.4161352136630665,16.419150855362805,4900,75125.12480073638,31.0,0.6536465408477333,1074772.0,4.0
T1H,"July 22 - August 17, 2024",11500,83301.32960823184,0.0,0.0,2024-07-22,2024-08-17,27,1.0,2.000456450502285,7.126291110772538,5.353779007345803,0,291.4795861723492,15.40628418087841,86.0880065281976,3.904765647754031,14.49004838269764,11700,71975.72004920854,101.0,0.6120054823797245,43047.0,4.0
T1J,"July 22 - August 17, 2024",10900,84561.57841405287,0.0,0.0,2024-07-22,2024-08-17,27,1.0,1.9544495036348506,6.591542213245115,5.278374149374516,0,292.20191652941986,14.848604254917769,85.63433653166945,3.576801966651089,14.409450472893722,16500,72585.3154938232,31.0,0.6711916826884408,385413.0,6.0
T1K,"July 22 - August 17, 2024",19600,94438.90445408363,0.0,0.0,2024-07-22,2024-08-17,27,1.0,2.2946284651812308,7.699685416323249,5.896092535767331,0,302.2106936255358,16.85419034276499,86.30031292740468,4.067505331913998,16.347488413312266,20700,84654.18051997892,31.0,0.7557900203291936,315802.0,5.0
T1L,"July 22 - August 17, 2024",2200,64934.357052517495,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.3181026316285877,2.0588812828063965,1.6208248972892754,0,88.4627685546875,6.148539066314697,82.5594482421875,2.324403047561645,3.4694812662071652,2100,63040.13346805139,101.0,0.7058440147729741,4603.0,11.0
T1M,"July 22 - August 17, 2024",4000,97550.54804016028,0.0,0.0,2024-07-22,2024-08-17,27,1.0,2.4822432591172836,7.560184609466739,6.321335124364793,0,314.87330433082894,17.265041818484242,86.01972407882238,3.907283265090227,17.49601600166541,5000,80502.17708002102,31.0,0.8646562996887451,651556.0,4.0
T1P,"July 22 - August 17, 2024",7500,94071.24895123747,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.4363438620475609,2.5969399861510936,2.0608930450942395,0,202.42103119592463,7.048169944652851,82.22119893814312,2.265853836708746,4.669222703602728,8700,83194.71466639248,31.0,0.8461780347478035,1125769.0,11.0
T1R,"July 22 - August 17, 2024",6400,87652.87609157231,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.8248991272720819,4.580210717506328,3.505284363207708,0,270.2952779690148,10.128985150967608,84.07433732642482,2.960018071560029,8.508250841111417,8100,81342.12202503122,31.0,0.5066571476635361,243723.0,4.0
T1S,"July 22 - August 17, 2024",18100,131177.42200715942,0.00055,3791.520566087345,2024-07-22,2024-08-17,27,1.0,0.5726459273845672,2.80611136035271,2.197760756518298,0,119.94426813678405,7.0786164220042345,82.22257705840117,2.6556813169030096,5.777476443656629,16700,99202.0008975018,31.0,0.666576606944205,1165893.0,13.0
T1V,"July 22 - August 17, 2024",8100,99448.80797871016,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.5002620065658466,2.223867347679405,1.810540024878445,0,162.58124801499537,7.435396909094603,81.21766778572837,2.2717090202026933,6.143562360949409,8800,81758.06909635307,31.0,0.8078179637636874,217627.0,8.0
T1W,"July 22 - August 17, 2024",10900,90423.34663563114,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.26717187507096185,1.296201509165803,0.9876854104884968,0,78.14670587000624,5.11190553724837,80.57923071321605,1.9995746845640072,3.5469847573123126,8900,80492.6898295635,3.0,0.3280297878298071,3407029.0,14.0
T1X,"July 22 - August 17, 2024",10400,124573.75033977226,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.6206451864730793,2.8739827622950247,2.429211748050118,0,157.5578155469724,7.926459702485618,82.77955603822303,2.4602756540204544,5.755158500865986,9400,106671.8220801019,31.0,0.7839798884302989,468586.0,11.0
T1Y,"July 22 - August 17, 2024",18200,86470.71517589901,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.49139009851394266,2.544985294342041,2.22250930070877,0,137.37069702148438,7.363441467285156,82.62816619873047,2.362858295440674,5.148076630300945,20200,74353.27822207952,101.0,0.9391349540913552,17317.0,6.0
T1Z,"July 22 - August 17, 2024",900,182519.43440651524,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.4905610397398378,2.605960024067524,2.2467225372999895,0,152.4657605644649,7.367468607534299,82.5871908640226,2.3523328888771298,5.124578785146799,200,188267.52727998164,31.0,0.8219056699404899,282137.0,10.0
T2A,"July 22 - August 17, 2024",20500,74302.23828994145,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.48706873704836096,2.529332208197848,2.1560046360407807,0,136.1822270594144,7.362928680196156,82.59085999571231,2.3541060276366568,5.151025780207426,21600,64849.62690124721,101.0,0.9835774937015956,21434.0,6.0
T2B,"July 22 - August 17, 2024",8900,74676.10747992473,0.00113,44642.55545851307,2024-07-22,2024-08-17,27,1.0,0.49015099583001004,2.5404969447310264,2.2034398224574177,0,137.02991638290476,7.363294431249563,82.6174690569488,2.3603486792901083,5.148922266472218,9400,65185.03108975776,101.0,0.8391611559018027,22078.0,6.0
T2C,"July 22 - August 17, 2024",9700,88343.2488632214,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.6922578742092492,2.9509413235039066,2.557060350794095,0,135.59144011709134,8.183199568814066,82.79823869468619,2.642823448117129,6.107560331869499,9300,79265.81286238172,101.0,0.7924790880153971,67545.0,7.0
T2E,"July 22 - August 17, 2024",19300,71933.01301997565,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.4030148947225335,2.22486750531294,1.2779480405189048,0,113.06556172223976,7.352954572390355,81.86522532450076,2.18386760998712,5.208389040191327,18000,64243.03335983446,101.0,0.8826487994739368,56267.0,7.0
T2G,"July 22 - August 17, 2024",10600,50089.65286574792,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.4008600716984855,2.2170621803732047,1.2863836465858374,0,112.4729377406416,7.352698873941009,81.84662279244144,2.1795033399932904,5.209859617501388,49300,73665.16812342385,101.0,0.8998936295946106,16922.0,6.0
T2H,"July 22 - August 17, 2024",4300,65537.34384775229,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.5548379959215697,2.644530444975067,2.3523458944267017,0,104.63005650919192,7.853285259465424,82.09615405241664,2.649886269376482,5.780436194019667,4000,66886.32935334508,101.0,0.9480410054767588,14242.0,6.0
T2J,"July 22 - August 17, 2024",18800,112670.77950775894,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.6231895995787602,3.107330757484323,2.570025534783693,0,104.04779304661268,8.066971653332061,82.50791504604005,2.8681876392196712,6.020337590272245,21700,93981.67908984302,101.0,0.8832989546551061,28603.0,9.0
T2K,"July 22 - August 17, 2024",15100,85618.91637655269,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,15900,71339.51677770162,101.0,0.9943029490616622,14920.0,5.0
T2L,"July 22 - August 17, 2024",7400,91469.97215584973,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,7500,77310.91986453913,101.0,0.99201779638838,7642.0,5.0
T2M,"July 22 - August 17, 2024",10400,102488.773154986,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,11200,89125.44489514937,101.0,0.999550022498875,6667.0,2.0
T2N,"July 22 - August 17, 2024",14100,101296.29029020878,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,14700,81604.15614184449,101.0,0.9628805412141712,11234.0,6.0
T2P,"July 22 - August 17, 2024",8800,44162.35557726704,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.49449624486053195,2.7410745639064134,2.2868494076992754,0,183.80167711368483,7.419071186505062,82.49609040561495,2.334924799421422,5.123991987240569,8400,50136.902161981205,31.0,0.7195526710779443,94606.0,8.0
T2R,"July 22 - August 17, 2024",11300,33413.98229369779,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,9500,32508.24834880854,101.0,1.0,1211.0,1.0
T2S,"July 22 - August 17, 2024",9200,107871.17635109687,0.00108,18789.33258113763,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,9500,82517.58102355458,101.0,0.9692379762648344,6404.0,6.0
T2T,"July 22 - August 17, 2024",17100,104675.83583853248,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,16900,88110.95626867242,101.0,0.9937077050931972,8423.0,5.0
T2V,"July 22 - August 17, 2024",15700,98755.51271952003,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.5844507238264554,2.875962405869317,2.4503258132270975,0,103.20344150714917,7.948771802843534,82.14590130748167,2.760319785132352,5.889068335373356,16100,85290.28591018418,101.0,0.6838223756472619,25492.0,11.0
T2W,"July 22 - August 17, 2024",17600,105937.4799369038,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.6156028006410418,3.119424819946289,2.5533989906311034,0,101.70266723632812,8.049221992492676,82.5467529296875,2.8764939308166504,6.0033474663893385,18700,87797.62698608336,101.0,0.9196050046530866,19342.0,11.0
T2X,"July 22 - August 17, 2024",27700,107592.57171781288,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.6308161204453683,3.095173374576798,2.5867391299323526,0,106.40519714731175,8.084814245428946,82.46887382028942,2.8598378586721007,6.0374166687324715,19800,96700.5429569404,101.0,0.5905172413793104,44080.0,9.0
T2Y,"July 22 - August 17, 2024",24600,105793.54110679602,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.6156028006410418,3.119424819946289,2.5533989906311034,0,101.70266723632812,8.049221992492676,82.5467529296875,2.8764939308166504,6.0033474663893385,26300,88249.53245855648,31.0,0.4138340004659339,94434.0,13.0
T2Z,"July 22 - August 17, 2024",28800,109270.50172404124,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.7347957866934487,3.055571136680998,2.7612516052945963,0,138.5459459749698,8.32807939918441,82.90144434988298,2.745997300209528,6.27027210952652,31000,91328.46910817544,101.0,0.8183511385999438,28456.0,8.0
T3A,"July 22 - August 17, 2024",22000,120568.2291806166,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,23600,99045.9105972962,101.0,0.921455938697318,22968.0,7.0
T3B,"July 22 - August 17, 2024",18600,103605.18165150836,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.3925095055956234,2.05388212145423,1.3808251305124282,0,109.79281460504365,6.701055876431372,81.53453319551032,2.117278229597969,5.078208242939428,18000,87603.58980913021,101.0,0.7513409478134663,31694.0,10.0
T3C,"July 22 - August 17, 2024",11700,74340.09471700873,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,11900,63979.97337444538,101.0,0.8417841182536955,11636.0,8.0
T3E,"July 22 - August 17, 2024",20200,90227.11049247738,0.00049,6902.650937198652,2024-07-22,2024-08-17,27,1.0,0.4438724348444773,2.2925113722352224,1.6245470440608503,0,109.97590423558631,7.495475675177991,81.90973988320984,2.2360670131118745,5.373367093360112,20800,75101.07727345239,101.0,0.9796954314720812,18912.0,8.0
T3G,"July 22 - August 17, 2024",23600,115110.2394882328,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39874160348824755,2.194201146200166,1.301731942839244,0,111.8464938111314,7.278110991419648,81.80091436784711,2.169816110931669,5.195613219857289,26400,95186.93131897536,101.0,0.8111759619541721,27756.0,11.0
T3H,"July 22 - August 17, 2024",32900,141097.31063586823,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,33700,117153.61100319414,101.0,0.7454348040667259,40524.0,13.0
T3J,"July 22 - August 17, 2024",25000,95728.68924783856,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.4900705515367624,2.54020555474617,2.202201805043348,0,137.00779242338274,7.363284885462826,82.61677458342248,2.3601857514713145,5.148977166364716,23200,79519.34012141172,101.0,0.8787859404483961,31267.0,7.0
T3K,"July 22 - August 17, 2024",31100,102706.38864594084,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.39954545529798013,2.2123003005981445,1.2915300488471981,0,112.11138916015624,7.352542877197266,81.83527374267578,2.176840782165528,5.210756788651149,33700,86009.41290967578,101.0,0.6625905145542608,41706.0,7.0
T3L,"July 22 - August 17, 2024",13000,140711.1343093581,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.3740349440928378,1.757823977238078,1.5313560745174501,0,103.70484495925804,5.904574697387924,80.74486726979619,2.239422262703941,4.73017047072003,13700,114026.29359656436,101.0,0.3928163035135262,63839.0,12.0
T3M,"July 22 - August 17, 2024",29000,105452.96304485234,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.7521238207675114,3.121326788704921,2.808756353410033,0,143.90214696067767,8.368619122241896,83.00367556026458,2.727025965262719,6.309077071669632,19500,97724.09479311568,101.0,0.4654112621763817,38394.0,8.0
T3N,"July 22 - August 17, 2024",16500,90274.46451254265,0.0,0.0,2024-07-22,2024-08-17,27,1.0,0.49092064239510025,2.543284803159416,2.215284489267142,0,137.24158620763603,7.363385760064524,82.62411339606234,2.361907482668572,5.148397014624267,5800,78818.41339231476,31.0,0.5245354619209631,30568.0,7.0
